업태별,시도명,시군구명,성별,(전체)당월①,(전체)전월②,증감율(①/②),(전체)전년동월③,증감율(①/③),(개인)당월①,(개인)전월②,증감율(①/②),(개인)전년동월③,증감율(①/③),(법인)당월①,(법인)전월②,증감율(①/②),(법인)전년동월③,증감율(①/③)
"대리,중개,도급업",전라남도,영암군,여자,17,17,100.00%,17,100.00%,10,10,100.00%,13,76.92%,7,7,100.00%,4,175.00%
"대리,중개,도급업",전라남도,무안군,남자,77,78,98.72%,79,97.47%,52,53,98.11%,54,96.30%,25,25,100.00%,25,100.00%
"대리,중개,도급업",전라남도,무안군,여자,117,114,102.63%,101,115.84%,111,108,102.78%,96,115.63%,6,6,100.00%,5,120.00%
"대리,중개,도급업",전라남도,함평군,남자,31,31,100.00%,28,110.71%,17,17,100.00%,15,113.33%,14,14,100.00%,13,107.69%
"대리,중개,도급업",전라남도,함평군,여자,13,13,100.00%,13,100.00%,6,6,100.00%,8,75.00%,7,7,100.00%,5,140.00%
"대리,중개,도급업",전라남도,영광군,남자,50,51,98.04%,47,106.38%,35,36,97.22%,32,109.38%,15,15,100.00%,15,100.00%
"대리,중개,도급업",전라남도,영광군,여자,14,14,100.00%,13,107.69%,12,12,100.00%,10,120.00%,*,*,100.00%,3,66.67%
"대리,중개,도급업",전라남도,장성군,남자,27,27,100.00%,25,108.00%,14,14,100.00%,14,100.00%,13,13,100.00%,11,118.18%
"대리,중개,도급업",전라남도,장성군,여자,13,12,108.33%,12,108.33%,9,8,112.50%,8,112.50%,4,4,100.00%,4,100.00%
"대리,중개,도급업",전라남도,완도군,남자,46,46,100.00%,43,106.98%,25,25,100.00%,25,100.00%,21,21,100.00%,18,116.67%
"대리,중개,도급업",전라남도,완도군,여자,12,12,100.00%,9,133.33%,10,10,100.00%,7,142.86%,*,*,100.00%,*,100.00%
"대리,중개,도급업",전라남도,진도군,남자,43,42,102.38%,33,130.30%,26,25,104.00%,20,130.00%,17,17,100.00%,13,130.77%
"대리,중개,도급업",전라남도,진도군,여자,19,19,100.00%,15,126.67%,11,11,100.00%,10,110.00%,8,8,100.00%,5,160.00%
"대리,중개,도급업",전라남도,신안군,남자,49,48,102.08%,46,106.52%,35,35,100.00%,35,100.00%,14,13,107.69%,11,127.27%
"대리,중개,도급업",전라남도,신안군,여자,13,13,100.00%,11,118.18%,8,8,100.00%,7,114.29%,5,5,100.00%,4,125.00%
"대리,중개,도급업",대구광역시,중구,남자,286,284,100.70%,281,101.78%,279,277,100.72%,275,101.45%,7,7,100.00%,6,116.67%
"대리,중개,도급업",대구광역시,중구,여자,703,693,101.44%,670,104.93%,700,690,101.45%,668,104.79%,3,3,100.00%,*,150.00%
"대리,중개,도급업",대구광역시,동구,남자,321,320,100.31%,291,110.31%,302,302,100.00%,272,111.03%,19,18,105.56%,19,100.00%
"대리,중개,도급업",대구광역시,동구,여자,561,555,101.08%,499,112.42%,555,549,101.09%,492,112.80%,6,6,100.00%,7,85.71%
"대리,중개,도급업",대구광역시,서구,남자,67,69,97.10%,68,98.53%,58,60,96.67%,57,101.75%,9,9,100.00%,11,81.82%
"대리,중개,도급업",대구광역시,서구,여자,33,34,97.06%,35,94.29%,30,31,96.77%,34,88.24%,3,3,100.00%,*,300.00%
"대리,중개,도급업",대구광역시,남구,남자,41,42,97.62%,35,117.14%,38,39,97.44%,33,115.15%,3,3,100.00%,*,150.00%
"대리,중개,도급업",대구광역시,남구,여자,36,34,105.88%,30,120.00%,35,33,106.06%,28,125.00%,*,*,100.00%,*,50.00%
"대리,중개,도급업",대구광역시,북구,남자,407,410,99.27%,381,106.82%,362,365,99.18%,338,107.10%,45,45,100.00%,43,104.65%
"대리,중개,도급업",대구광역시,북구,여자,588,581,101.20%,560,105.00%,579,572,101.22%,553,104.70%,9,9,100.00%,7,128.57%
"대리,중개,도급업",대구광역시,수성구,남자,160,159,100.63%,142,112.68%,139,139,100.00%,129,107.75%,21,20,105.00%,13,161.54%
"대리,중개,도급업",대구광역시,수성구,여자,231,222,104.05%,231,100.00%,224,215,104.19%,224,100.00%,7,7,100.00%,7,100.00%
"대리,중개,도급업",대구광역시,달서구,남자,275,277,99.28%,255,107.84%,249,252,98.81%,236,105.51%,26,25,104.00%,19,136.84%
"대리,중개,도급업",대구광역시,달서구,여자,420,419,100.24%,406,103.45%,414,411,100.73%,400,103.50%,6,8,75.00%,6,100.00%
"대리,중개,도급업",대구광역시,달성군,남자,72,70,102.86%,62,116.13%,60,59,101.69%,50,120.00%,12,11,109.09%,12,100.00%
"대리,중개,도급업",대구광역시,달성군,여자,41,39,105.13%,36,113.89%,36,34,105.88%,31,116.13%,5,5,100.00%,5,100.00%
"대리,중개,도급업",경상북도,포항시 남구,남자,135,131,103.05%,118,114.41%,117,112,104.46%,101,115.84%,18,19,94.74%,17,105.88%
"대리,중개,도급업",경상북도,포항시 남구,여자,160,157,101.91%,159,100.63%,152,149,102.01%,151,100.66%,8,8,100.00%,8,100.00%
"대리,중개,도급업",경상북도,포항시 북구,남자,194,194,100.00%,171,113.45%,170,169,100.59%,153,111.11%,24,25,96.00%,18,133.33%
"대리,중개,도급업",경상북도,포항시 북구,여자,251,252,99.60%,252,99.60%,244,245,99.59%,246,99.19%,7,7,100.00%,6,116.67%
"대리,중개,도급업",경상북도,경주시,남자,113,110,102.73%,103,109.71%,93,91,102.20%,84,110.71%,20,19,105.26%,19,105.26%
"대리,중개,도급업",경상북도,경주시,여자,83,83,100.00%,80,103.75%,79,79,100.00%,76,103.95%,4,4,100.00%,4,100.00%
"대리,중개,도급업",경상북도,김천시,남자,77,77,100.00%,76,101.32%,61,61,100.00%,57,107.02%,16,16,100.00%,19,84.21%
"대리,중개,도급업",경상북도,김천시,여자,82,82,100.00%,84,97.62%,80,80,100.00%,82,97.56%,*,*,100.00%,*,100.00%
"대리,중개,도급업",경상북도,안동시,남자,119,119,100.00%,96,123.96%,87,89,97.75%,67,129.85%,32,30,106.67%,29,110.34%
"대리,중개,도급업",경상북도,안동시,여자,71,68,104.41%,63,112.70%,67,64,104.69%,58,115.52%,4,4,100.00%,5,80.00%
"대리,중개,도급업",경상북도,구미시,남자,166,164,101.22%,146,113.70%,145,142,102.11%,125,116.00%,21,22,95.45%,21,100.00%
"대리,중개,도급업",경상북도,구미시,여자,263,263,100.00%,229,114.85%,255,255,100.00%,224,113.84%,8,8,100.00%,5,160.00%
"대리,중개,도급업",경상북도,영주시,남자,59,59,100.00%,56,105.36%,43,43,100.00%,39,110.26%,16,16,100.00%,17,94.12%
"대리,중개,도급업",경상북도,영주시,여자,25,25,100.00%,27,92.59%,21,21,100.00%,23,91.30%,4,4,100.00%,4,100.00%
"대리,중개,도급업",경상북도,영천시,남자,46,46,100.00%,49,93.88%,24,24,100.00%,25,96.00%,22,22,100.00%,24,91.67%
"대리,중개,도급업",경상북도,영천시,여자,32,31,103.23%,27,118.52%,28,27,103.70%,24,116.67%,4,4,100.00%,3,133.33%
"대리,중개,도급업",경상북도,상주시,남자,56,53,105.66%,55,101.82%,27,25,108.00%,27,100.00%,29,28,103.57%,28,103.57%
"대리,중개,도급업",경상북도,상주시,여자,19,19,100.00%,19,100.00%,17,17,100.00%,17,100.00%,*,*,100.00%,*,100.00%
"대리,중개,도급업",경상북도,문경시,남자,45,44,102.27%,36,125.00%,30,29,103.45%,27,111.11%,15,15,100.00%,9,166.67%
"대리,중개,도급업",경상북도,문경시,여자,33,32,103.13%,25,132.00%,31,30,103.33%,23,134.78%,*,*,100.00%,*,100.00%
"대리,중개,도급업",경상북도,경산시,남자,101,103,98.06%,105,96.19%,80,82,97.56%,86,93.02%,21,21,100.00%,19,110.53%
"대리,중개,도급업",경상북도,경산시,여자,147,146,100.68%,148,99.32%,141,141,100.00%,145,97.24%,6,5,120.00%,3,200.00%
"대리,중개,도급업",경상북도,군위군,남자,11,11,100.00%,9,122.22%,8,8,100.00%,7,114.29%,3,3,100.00%,*,150.00%
"대리,중개,도급업",경상북도,군위군,여자,4,4,100.00%,*,200.00%,3,3,100.00%,*,150.00%,*,*,100.00%,0,/0
"대리,중개,도급업",경상북도,의성군,남자,16,16,100.00%,15,106.67%,8,8,100.00%,9,88.89%,8,8,100.00%,6,133.33%
"대리,중개,도급업",경상북도,의성군,여자,7,7,100.00%,4,175.00%,5,5,100.00%,3,166.67%,*,*,100.00%,*,200.00%
"대리,중개,도급업",경상북도,청송군,남자,20,20,100.00%,8,250.00%,13,13,100.00%,3,433.33%,7,7,100.00%,5,140.00%
"대리,중개,도급업",경상북도,청송군,여자,8,9,88.89%,6,133.33%,5,6,83.33%,4,125.00%,3,3,100.00%,*,150.00%
"대리,중개,도급업",경상북도,영양군,남자,7,7,100.00%,5,140.00%,5,6,83.33%,5,100.00%,*,*,200.00%,0,/0
"대리,중개,도급업",경상북도,영양군,여자,8,8,100.00%,5,160.00%,6,6,100.00%,3,200.00%,*,*,100.00%,*,100.00%
"대리,중개,도급업",경상북도,영덕군,남자,34,33,103.03%,37,91.89%,31,30,103.33%,34,91.18%,3,3,100.00%,3,100.00%
"대리,중개,도급업",경상북도,영덕군,여자,10,11,90.91%,11,90.91%,9,10,90.00%,11,81.82%,*,*,100.00%,0,/0
"대리,중개,도급업",경상북도,청도군,남자,32,31,103.23%,25,128.00%,21,21,100.00%,17,123.53%,11,10,110.00%,8,137.50%
"대리,중개,도급업",경상북도,청도군,여자,9,9,100.00%,6,150.00%,5,5,100.00%,4,125.00%,4,4,100.00%,*,200.00%
"대리,중개,도급업",경상북도,고령군,남자,38,36,105.56%,36,105.56%,26,25,104.00%,25,104.00%,12,11,109.09%,11,109.09%
"대리,중개,도급업",경상북도,고령군,여자,13,13,100.00%,13,100.00%,10,10,100.00%,9,111.11%,3,3,100.00%,4,75.00%
"대리,중개,도급업",경상북도,성주군,남자,26,28,92.86%,29,89.66%,21,23,91.30%,23,91.30%,5,5,100.00%,6,83.33%
"대리,중개,도급업",경상북도,성주군,여자,6,7,85.71%,8,75.00%,5,6,83.33%,7,71.43%,*,*,100.00%,*,100.00%
"대리,중개,도급업",경상북도,칠곡군,남자,75,74,101.35%,67,111.94%,54,53,101.89%,56,96.43%,21,21,100.00%,11,190.91%
"대리,중개,도급업",경상북도,칠곡군,여자,43,42,102.38%,40,107.50%,33,32,103.13%,33,100.00%,10,10,100.00%,7,142.86%
"대리,중개,도급업",경상북도,예천군,남자,19,19,100.00%,21,90.48%,13,13,100.00%,14,92.86%,6,6,100.00%,7,85.71%
"대리,중개,도급업",경상북도,예천군,여자,8,8,100.00%,6,133.33%,5,5,100.00%,*,250.00%,3,3,100.00%,4,75.00%
"대리,중개,도급업",경상북도,봉화군,남자,13,13,100.00%,9,144.44%,4,4,100.00%,3,133.33%,9,9,100.00%,6,150.00%
"대리,중개,도급업",경상북도,봉화군,여자,3,3,100.00%,5,60.00%,*,*,100.00%,3,66.67%,*,*,100.00%,*,50.00%
"대리,중개,도급업",경상북도,울진군,남자,27,25,108.00%,25,108.00%,27,25,108.00%,24,112.50%,0,0,/0,*,0.00%
"대리,중개,도급업",경상북도,울진군,여자,11,11,100.00%,10,110.00%,11,11,100.00%,10,110.00%,,,,,
"대리,중개,도급업",경상북도,울릉군,남자,*,*,100.00%,3,66.67%,*,*,100.00%,3,66.67%,,,,,
"대리,중개,도급업",경상북도,울릉군,여자,*,*,100.00%,*,200.00%,*,*,100.00%,*,200.00%,,,,,
"대리,중개,도급업",부산광역시,중구,남자,257,254,101.18%,238,107.98%,228,225,101.33%,214,106.54%,29,29,100.00%,24,120.83%
"대리,중개,도급업",부산광역시,중구,여자,289,279,103.58%,272,106.25%,287,278,103.24%,271,105.90%,*,*,200.00%,*,200.00%
"대리,중개,도급업",부산광역시,서구,남자,143,142,100.70%,129,110.85%,120,119,100.84%,112,107.14%,23,23,100.00%,17,135.29%
"대리,중개,도급업",부산광역시,서구,여자,21,20,105.00%,16,131.25%,19,18,105.56%,14,135.71%,*,*,100.00%,*,100.00%
"대리,중개,도급업",부산광역시,동구,남자,112,111,100.90%,110,101.82%,83,81,102.47%,83,100.00%,29,30,96.67%,27,107.41%
"대리,중개,도급업",부산광역시,동구,여자,179,177,101.13%,173,103.47%,173,171,101.17%,171,101.17%,6,6,100.00%,*,300.00%
"대리,중개,도급업",부산광역시,영도구,남자,21,21,100.00%,20,105.00%,18,18,100.00%,15,120.00%,3,3,100.00%,5,60.00%
"대리,중개,도급업",부산광역시,영도구,여자,19,17,111.76%,17,111.76%,19,17,111.76%,16,118.75%,0,0,/0,*,0.00%
"대리,중개,도급업",부산광역시,부산진구,남자,349,344,101.45%,351,99.43%,324,320,101.25%,323,100.31%,25,24,104.17%,28,89.29%
"대리,중개,도급업",부산광역시,부산진구,여자,591,584,101.20%,529,111.72%,581,574,101.22%,524,110.88%,10,10,100.00%,5,200.00%
"대리,중개,도급업",부산광역시,동래구,남자,187,189,98.94%,177,105.65%,170,173,98.27%,163,104.29%,17,16,106.25%,14,121.43%
"대리,중개,도급업",부산광역시,동래구,여자,283,284,99.65%,267,105.99%,277,278,99.64%,263,105.32%,6,6,100.00%,4,150.00%
"대리,중개,도급업",부산광역시,남구,남자,82,80,102.50%,65,126.15%,71,71,100.00%,60,118.33%,11,9,122.22%,5,220.00%
"대리,중개,도급업",부산광역시,남구,여자,78,77,101.30%,63,123.81%,75,74,101.35%,61,122.95%,3,3,100.00%,*,150.00%
"대리,중개,도급업",부산광역시,북구,남자,115,114,100.88%,111,103.60%,106,106,100.00%,104,101.92%,9,8,112.50%,7,128.57%
"대리,중개,도급업",부산광역시,북구,여자,153,149,102.68%,133,115.04%,149,145,102.76%,129,115.50%,4,4,100.00%,4,100.00%
"대리,중개,도급업",부산광역시,해운대구,남자,423,419,100.95%,412,102.67%,371,367,101.09%,366,101.37%,52,52,100.00%,46,113.04%
"대리,중개,도급업",부산광역시,해운대구,여자,799,788,101.40%,753,106.11%,788,779,101.16%,745,105.77%,11,9,122.22%,8,137.50%
"대리,중개,도급업",부산광역시,해운대구,미상,*,*,100.00%,*,100.00%,,,,,,*,*,100.00%,*,100.00%
"대리,중개,도급업",부산광역시,사하구,남자,157,159,98.74%,132,118.94%,139,140,99.29%,117,118.80%,18,19,94.74%,15,120.00%
"대리,중개,도급업",부산광역시,사하구,여자,202,201,100.50%,206,98.06%,196,198,98.99%,203,96.55%,6,3,200.00%,3,200.00%
"대리,중개,도급업",부산광역시,사하구,미상,*,*,100.00%,*,100.00%,,,,,,*,*,100.00%,*,100.00%
"대리,중개,도급업",부산광역시,금정구,남자,150,144,104.17%,137,109.49%,137,131,104.58%,125,109.60%,13,13,100.00%,12,108.33%
"대리,중개,도급업",부산광역시,금정구,여자,163,161,101.24%,164,99.39%,160,158,101.27%,164,97.56%,3,3,100.00%,0,/0
"대리,중개,도급업",부산광역시,강서구,남자,79,77,102.60%,67,117.91%,55,53,103.77%,51,107.84%,24,24,100.00%,16,150.00%
"대리,중개,도급업",부산광역시,강서구,여자,41,41,100.00%,37,110.81%,36,36,100.00%,36,100.00%,5,5,100.00%,*,500.00%
"대리,중개,도급업",부산광역시,연제구,남자,118,118,100.00%,107,110.28%,102,103,99.03%,91,112.09%,16,15,106.67%,16,100.00%
"대리,중개,도급업",부산광역시,연제구,여자,155,155,100.00%,158,98.10%,149,147,101.36%,149,100.00%,6,8,75.00%,9,66.67%
"대리,중개,도급업",부산광역시,수영구,남자,70,67,104.48%,72,97.22%,62,60,103.33%,66,93.94%,8,7,114.29%,6,133.33%
"대리,중개,도급업",부산광역시,수영구,여자,75,77,97.40%,80,93.75%,71,73,97.26%,73,97.26%,4,4,100.00%,7,57.14%
"대리,중개,도급업",부산광역시,사상구,남자,188,186,101.08%,185,101.62%,168,167,100.60%,168,100.00%,20,19,105.26%,17,117.65%
"대리,중개,도급업",부산광역시,사상구,여자,178,176,101.14%,174,102.30%,172,170,101.18%,167,102.99%,6,6,100.00%,7,85.71%
"대리,중개,도급업",부산광역시,기장군,남자,213,214,99.53%,218,97.71%,196,195,100.51%,195,100.51%,17,19,89.47%,23,73.91%
"대리,중개,도급업",부산광역시,기장군,여자,296,291,101.72%,282,104.96%,288,283,101.77%,274,105.11%,8,8,100.00%,8,100.00%
"대리,중개,도급업",울산광역시,중구,남자,84,88,95.45%,81,103.70%,77,81,95.06%,76,101.32%,7,7,100.00%,5,140.00%
"대리,중개,도급업",울산광역시,중구,여자,143,146,97.95%,138,103.62%,142,145,97.93%,137,103.65%,*,*,100.00%,*,100.00%
"대리,중개,도급업",울산광역시,남구,남자,230,231,99.57%,250,92.00%,216,217,99.54%,235,91.91%,14,14,100.00%,15,93.33%
"대리,중개,도급업",울산광역시,남구,여자,686,684,100.29%,605,113.39%,680,678,100.29%,601,113.14%,6,6,100.00%,4,150.00%
"대리,중개,도급업",울산광역시,동구,남자,70,70,100.00%,66,106.06%,67,67,100.00%,63,106.35%,3,3,100.00%,3,100.00%
"대리,중개,도급업",울산광역시,동구,여자,122,123,99.19%,132,92.42%,122,123,99.19%,131,93.13%,0,0,/0,*,0.00%
"대리,중개,도급업",울산광역시,북구,남자,94,93,101.08%,86,109.30%,83,83,100.00%,78,106.41%,11,10,110.00%,8,137.50%
"대리,중개,도급업",울산광역시,북구,여자,181,180,100.56%,180,100.56%,181,179,101.12%,180,100.56%,0,*,0.00%,0,/0
"대리,중개,도급업",울산광역시,울주군,남자,76,70,108.57%,62,122.58%,58,54,107.41%,52,111.54%,18,16,112.50%,10,180.00%
"대리,중개,도급업",울산광역시,울주군,여자,68,68,100.00%,64,106.25%,62,62,100.00%,60,103.33%,6,6,100.00%,4,150.00%
"대리,중개,도급업",경상남도,창원시 의창구,남자,170,174,97.70%,158,107.59%,146,150,97.33%,139,105.04%,24,24,100.00%,19,126.32%
"대리,중개,도급업",경상남도,창원시 의창구,여자,222,221,100.45%,205,108.29%,217,216,100.46%,201,107.96%,5,5,100.00%,4,125.00%
"대리,중개,도급업",경상남도,창원시 성산구,남자,170,166,102.41%,172,98.84%,158,154,102.60%,161,98.14%,12,12,100.00%,11,109.09%
"대리,중개,도급업",경상남도,창원시 성산구,여자,319,319,100.00%,325,98.15%,314,314,100.00%,321,97.82%,5,5,100.00%,4,125.00%
"대리,중개,도급업",경상남도,창원시 마산합포구,남자,204,201,101.49%,211,96.68%,188,186,101.08%,200,94.00%,16,15,106.67%,11,145.45%
"대리,중개,도급업",경상남도,창원시 마산합포구,여자,330,329,100.30%,299,110.37%,329,328,100.30%,298,110.40%,*,*,100.00%,*,100.00%
"대리,중개,도급업",경상남도,창원시 마산회원구,남자,122,122,100.00%,110,110.91%,110,110,100.00%,100,110.00%,12,12,100.00%,10,120.00%
"대리,중개,도급업",경상남도,창원시 마산회원구,여자,83,84,98.81%,83,100.00%,77,77,100.00%,76,101.32%,6,7,85.71%,7,85.71%
"대리,중개,도급업",경상남도,창원시 진해구,남자,59,59,100.00%,42,140.48%,54,54,100.00%,38,142.11%,5,5,100.00%,4,125.00%
"대리,중개,도급업",경상남도,창원시 진해구,여자,83,80,103.75%,73,113.70%,79,76,103.95%,69,114.49%,4,4,100.00%,4,100.00%
"대리,중개,도급업",경상남도,진주시,남자,240,238,100.84%,236,101.69%,219,217,100.92%,219,100.00%,21,21,100.00%,17,123.53%
"대리,중개,도급업",경상남도,진주시,여자,412,408,100.98%,386,106.74%,402,399,100.75%,378,106.35%,10,9,111.11%,8,125.00%
"대리,중개,도급업",경상남도,통영시,남자,117,120,97.50%,120,97.50%,110,113,97.35%,112,98.21%,7,7,100.00%,8,87.50%
"대리,중개,도급업",경상남도,통영시,여자,84,84,100.00%,93,90.32%,84,84,100.00%,93,90.32%,,,,,
"대리,중개,도급업",경상남도,사천시,남자,92,93,98.92%,99,92.93%,86,87,98.85%,91,94.51%,6,6,100.00%,8,75.00%
"대리,중개,도급업",경상남도,사천시,여자,21,24,87.50%,21,100.00%,21,24,87.50%,21,100.00%,,,,,
"대리,중개,도급업",경상남도,김해시,남자,417,417,100.00%,390,106.92%,377,378,99.74%,358,105.31%,40,39,102.56%,32,125.00%
"대리,중개,도급업",경상남도,김해시,여자,499,494,101.01%,476,104.83%,493,488,101.02%,469,105.12%,6,6,100.00%,7,85.71%
"대리,중개,도급업",경상남도,밀양시,남자,32,32,100.00%,28,114.29%,23,23,100.00%,20,115.00%,9,9,100.00%,8,112.50%
"대리,중개,도급업",경상남도,밀양시,여자,20,19,105.26%,19,105.26%,18,17,105.88%,17,105.88%,*,*,100.00%,*,100.00%
"대리,중개,도급업",경상남도,거제시,남자,89,86,103.49%,79,112.66%,80,77,103.90%,73,109.59%,9,9,100.00%,6,150.00%
"대리,중개,도급업",경상남도,거제시,여자,126,125,100.80%,133,94.74%,122,122,100.00%,130,93.85%,4,3,133.33%,3,133.33%
"대리,중개,도급업",경상남도,양산시,남자,133,131,101.53%,123,108.13%,110,107,102.80%,103,106.80%,23,24,95.83%,20,115.00%
"대리,중개,도급업",경상남도,양산시,여자,149,146,102.05%,133,112.03%,143,140,102.14%,126,113.49%,6,6,100.00%,7,85.71%
"대리,중개,도급업",경상남도,의령군,남자,15,15,100.00%,13,115.38%,9,9,100.00%,8,112.50%,6,6,100.00%,5,120.00%
"대리,중개,도급업",경상남도,의령군,여자,7,7,100.00%,7,100.00%,4,4,100.00%,4,100.00%,3,3,100.00%,3,100.00%
"대리,중개,도급업",경상남도,함안군,남자,40,41,97.56%,33,121.21%,25,25,100.00%,21,119.05%,15,16,93.75%,12,125.00%
"대리,중개,도급업",경상남도,함안군,여자,27,30,90.00%,24,112.50%,22,25,88.00%,20,110.00%,5,5,100.00%,4,125.00%
